Superficie,Tipo,Operación,Provincia,Precio Venta,Fecha Venta
199,Parking,Venta,Lleida,1573493,2006-07-02
88,Oficina,Venta,Lleida,866008,2006-06-23
135,Piso,Alquiler,Girona,1294110,2006-03-08
214,Piso,Venta,Barcelona,1258534,2006-01-27
45,Casa,Alquiler,Barcelona,330885,2006-04-16
59,Oficina,Alquiler,Tarragona,519259,2005-10-30
176,Piso,Alquiler,Barcelona,804144,2005-11-24
167,Suelo,Alquiler,Girona,944385,2006-02-15
108,Parking,Venta,Barcelona,436428,2006-04-28
130,Piso,Alquiler,Barcelona,859040,2005-11-06
63,Suelo,Venta,Barcelona,618786,2006-07-07
132,Suelo,Alquiler,Barcelona,708840,2005-11-03
183,Piso,Alquiler,Tarragona,1388238,2006-06-13
159,Local,Venta,Barcelona,1582845,2006-04-15
163,Suelo,Alquiler,Tarragona,830648,2005-10-30
138,Piso,Alquiler,Girona,824688,2006-05-16
177,Casa,Alquiler,Girona,1074921,2005-10-25
291,Casa,Alquiler,Barcelona,1823406,2006-05-02
74,Local,Venta,Girona,583638,2005-10-17
206,Suelo,Venta,Girona,1881810,2006-07-10
240,Parking,Venta,Lleida,1983840,2005-10-18
80,Piso,Venta,Tarragona,533840,2006-05-29
140,Piso,Alquiler,Lleida,706440,2006-06-02
296,Oficina,Alquiler,Tarragona,2057496,2005-11-13
210,Piso,Alquiler,Lleida,2005080,2006-04-25
273,Oficina,Alquiler,Tarragona,2202837,2006-06-27
67,Parking,Alquiler,Barcelona,347931,2006-04-28
127,Casa,Venta,Barcelona,583692,2006-01-11
300,Local,Alquiler,Barcelona,1716300,2006-04-21
202,Local,Venta,Barcelona,1271388,2006-01-10
203,Piso,Alquiler,Barcelona,1699719,2006-01-10
275,Industrial,Venta,Barcelona,1620575,2006-02-18
298,Piso,Alquiler,Lleida,2207286,2006-07-09
288,Piso,Alquiler,Tarragona,1186560,2005-11-05
178,Local,Venta,Girona,1723040,2006-04-05
141,Suelo,Venta,Tarragona,1207101,2006-02-20
110,Piso,Venta,Tarragona,786830,2005-11-18
233,Suelo,Alquiler,Tarragona,2224917,2005-10-27
297,Parking,Alquiler,Lleida,2463021,2006-03-13
300,Suelo,Alquiler,Girona,1832100,2006-05-02
191,Industrial,Venta,Girona,916418,2006-02-19
203,Casa,Venta,Girona,1026774,2006-07-04
291,Industrial,Venta,Tarragona,1447434,2006-02-02
101,Parking,Venta,Lleida,478639,2006-01-07
245,Local,Alquiler,Girona,2170945,2006-05-14
287,Casa,Venta,Lleida,1607487,2005-11-01
142,Suelo,Venta,Lleida,682168,2006-05-25
255,Parking,Venta,Tarragona,1627920,2006-03-12
207,Parking,Venta,Barcelona,1107864,2006-05-15
77,Casa,Alquiler,Tarragona,562947,2005-10-25
80,Local,Venta,Girona,568880,2005-10-29
96,Parking,Venta,Lleida,645408,2006-05-27
264,Suelo,Alquiler,Barcelona,2133120,2006-01-26
256,Parking,Venta,Lleida,1656064,2006-02-02
167,Industrial,Alquiler,Girona,1606206,2005-12-11
245,Suelo,Alquiler,Girona,1311730,2006-01-06
114,Oficina,Alquiler,Lleida,764370,2006-02-24
136,Industrial,Venta,Lleida,1309544,2005-11-19
115,Local,Alquiler,Tarragona,756355,2006-02-16
165,Piso,Alquiler,Barcelona,687720,2006-02-20
132,Suelo,Venta,Tarragona,807048,2005-10-31
260,Casa,Alquiler,Barcelona,1301560,2005-12-29
211,Piso,Alquiler,Barcelona,1951328,2006-01-03
106,Parking,Alquiler,Lleida,437674,2005-12-08
139,Oficina,Venta,Barcelona,740731,2006-03-14
95,Local,Alquiler,Lleida,563255,2005-11-08
245,Piso,Venta,Lleida,2292465,2006-06-10
71,Suelo,Alquiler,Tarragona,692037,2006-06-02
275,Oficina,Venta,Lleida,2110900,2006-07-24
84,Industrial,Alquiler,Girona,690396,2006-02-08
152,Suelo,Alquiler,Tarragona,960032,2006-04-11
64,Oficina,Venta,Girona,399488,2005-12-07
126,Oficina,Alquiler,Lleida,757260,2006-07-23
86,Piso,Alquiler,Lleida,685592,2006-04-29
135,Local,Alquiler,Tarragona,990360,2005-12-03
222,Casa,Alquiler,Girona,1477410,2006-05-06
56,Parking,Alquiler,Girona,375592,2006-02-20
286,Casa,Venta,Girona,1658800,2005-11-27
233,Industrial,Venta,Tarragona,1782683,2006-07-28
47,Industrial,Alquiler,Barcelona,286747,2006-06-10
59,Oficina,Alquiler,Tarragona,281548,2006-07-22
73,Oficina,Alquiler,Lleida,328646,2006-02-01
188,Local,Venta,Barcelona,1209216,2006-03-14
245,Parking,Venta,Barcelona,1202705,2005-12-10
297,Parking,Venta,Girona,2440449,2006-08-03
99,Parking,Alquiler,Lleida,942579,2006-03-03
69,Suelo,Alquiler,Tarragona,349623,2006-05-06
300,Local,Alquiler,Barcelona,1900200,2005-12-09
48,Oficina,Alquiler,Tarragona,404352,2006-02-25
201,Suelo,Venta,Lleida,1522977,2005-11-24
92,Industrial,Venta,Girona,739864,2006-01-28
250,Piso,Alquiler,Barcelona,1669250,2006-01-04
224,Suelo,Venta,Girona,1448384,2005-12-20
112,Parking,Venta,Barcelona,829808,2006-03-29
184,Piso,Venta,Girona,1156808,2006-04-26
300,Parking,Venta,Lleida,2155200,2006-08-05
162,Parking,Alquiler,Tarragona,1297134,2006-02-14
93,Oficina,Alquiler,Lleida,552513,2006-01-29
276,Industrial,Venta,Lleida,2667816,2005-12-16
130,Piso,Alquiler,Tarragona,1246050,2005-11-27
269,Local,Venta,Barcelona,2384954,2006-02-12
133,Casa,Alquiler,Girona,958132,2006-06-04
184,Parking,Venta,Girona,1147608,2006-06-29
297,Local,Venta,Tarragona,2888325,2005-11-27
118,Casa,Venta,Tarragona,545986,2006-02-27
119,Local,Venta,Barcelona,906780,2005-11-21
57,Casa,Alquiler,Tarragona,293037,2005-11-27
77,Parking,Venta,Lleida,592823,2006-03-25
63,Casa,Alquiler,Girona,601398,2006-03-01
159,Piso,Alquiler,Lleida,761928,2006-02-05
137,Oficina,Alquiler,Lleida,804327,2005-12-17
82,Local,Alquiler,Barcelona,375232,2006-05-22
79,Oficina,Alquiler,Lleida,411669,2006-08-04
89,Casa,Alquiler,Barcelona,358670,2006-02-19
232,Parking,Alquiler,Barcelona,1643256,2006-02-22
221,Suelo,Alquiler,Barcelona,1069640,2006-06-01
212,Suelo,Alquiler,Lleida,1926868,2005-11-24
58,Oficina,Venta,Barcelona,509356,2006-05-20
167,Piso,Venta,Lleida,1423007,2006-04-08
224,Parking,Alquiler,Barcelona,986048,2006-02-10
272,Oficina,Venta,Girona,2233120,2005-12-13
238,Industrial,Alquiler,Lleida,2275994,2006-06-15
69,Oficina,Alquiler,Lleida,442635,2006-06-15
209,Local,Venta,Barcelona,843106,2006-01-24
103,Oficina,Alquiler,Lleida,872204,2005-11-26
203,Oficina,Alquiler,Girona,1933372,2006-01-31
263,Local,Venta,Tarragona,1499889,2006-08-08
236,Industrial,Venta,Tarragona,1707224,2006-02-05
227,Oficina,Venta,Girona,1789214,2005-12-02
223,Industrial,Venta,Lleida,1509710,2006-01-11
242,Casa,Venta,Girona,2290046,2006-01-24
216,Piso,Alquiler,Tarragona,2045304,2006-04-09
239,Oficina,Venta,Tarragona,2181353,2006-06-15
300,Industrial,Venta,Lleida,2625600,2006-01-08
48,Oficina,Venta,Lleida,474864,2006-02-11
91,Oficina,Venta,Barcelona,663845,2006-04-07
70,Piso,Alquiler,Lleida,615440,2006-04-01
284,Casa,Venta,Girona,1459192,2006-07-02
265,Casa,Alquiler,Girona,1441070,2006-08-04
101,Suelo,Venta,Tarragona,552773,2005-11-28
224,Industrial,Alquiler,Girona,1932448,2006-02-03
254,Piso,Alquiler,Barcelona,1191260,2006-07-27
97,Piso,Venta,Lleida,765815,2006-07-15
82,Parking,Alquiler,Girona,700854,2006-04-22
252,Piso,Alquiler,Lleida,1923516,2006-05-23
108,Piso,Alquiler,Girona,581580,2006-08-04
142,Parking,Venta,Girona,681884,2006-06-12
139,Casa,Venta,Tarragona,785628,2006-01-10
78,Local,Venta,Lleida,391950,2006-03-14
233,Suelo,Venta,Lleida,2171327,2006-01-09
275,Local,Venta,Girona,1826825,2006-05-14
248,Casa,Alquiler,Girona,1234048,2006-02-28
158,Industrial,Venta,Barcelona,1473982,2006-08-29
116,Industrial,Venta,Girona,1143412,2006-07-03
213,Industrial,Alquiler,Barcelona,1333593,2006-04-06
202,Industrial,Alquiler,Barcelona,1558430,2006-01-26
163,Parking,Venta,Barcelona,1150128,2006-03-18
245,Piso,Venta,Barcelona,1517285,2006-05-07
198,Industrial,Alquiler,Lleida,840312,2006-05-27
288,Industrial,Venta,Lleida,2171520,2006-08-28
161,Industrial,Venta,Barcelona,827057,2006-05-05
170,Local,Alquiler,Tarragona,1429020,2005-12-14
261,Industrial,Alquiler,Tarragona,2026404,2006-02-05
99,Piso,Alquiler,Tarragona,938916,2006-09-04
205,Casa,Alquiler,Tarragona,1762180,2006-05-14
173,Parking,Alquiler,Barcelona,842683,2006-01-30
272,Local,Venta,Barcelona,2074000,2006-08-14
299,Local,Venta,Barcelona,1424436,2006-01-17
115,Parking,Alquiler,Lleida,907580,2006-07-11
201,Piso,Venta,Girona,1333434,2006-02-17
129,Suelo,Venta,Barcelona,617652,2006-09-03
100,Industrial,Alquiler,Tarragona,526800,2006-04-29
187,Oficina,Venta,Tarragona,1031305,2006-02-17
153,Parking,Alquiler,Tarragona,824517,2006-05-31
218,Local,Venta,Barcelona,1911424,2006-07-22
121,Industrial,Venta,Lleida,747659,2006-03-08
254,Local,Venta,Barcelona,1668526,2005-12-29
173,Oficina,Alquiler,Lleida,994750,2006-09-02
250,Piso,Alquiler,Tarragona,2478000,2006-04-27
142,Oficina,Alquiler,Lleida,1201462,2006-08-06
270,Parking,Venta,Tarragona,1798470,2006-03-02
145,Local,Alquiler,Barcelona,943805,2006-05-17
194,Oficina,Alquiler,Lleida,1931658,2005-12-14
271,Industrial,Venta,Tarragona,2028164,2006-01-07
240,Piso,Alquiler,Tarragona,1602720,2006-06-03
185,Suelo,Venta,Tarragona,1230990,2006-05-19
194,Oficina,Venta,Tarragona,1490114,2005-12-18
223,Parking,Venta,Tarragona,2143922,2006-04-20
66,Oficina,Venta,Barcelona,415866,2006-07-19
140,Industrial,Venta,Barcelona,864080,2006-02-08
223,Oficina,Alquiler,Barcelona,974956,2006-07-23
258,Parking,Alquiler,Girona,1430352,2006-01-14
176,Industrial,Alquiler,Tarragona,1043856,2006-05-25
94,Piso,Venta,Barcelona,707914,2006-05-07
153,Casa,Alquiler,Tarragona,948600,2006-03-30
91,Local,Alquiler,Girona,838292,2006-04-16
145,Local,Venta,Tarragona,598705,2005-12-17
79,Oficina,Venta,Tarragona,441373,2006-02-02
70,Parking,Venta,Girona,428190,2006-02-20
292,Casa,Venta,Girona,2630336,2006-01-08
51,Piso,Venta,Tarragona,425646,2005-12-18
132,Casa,Venta,Tarragona,641520,2006-04-04
193,Parking,Alquiler,Barcelona,1540140,2006-08-08
240,Piso,Alquiler,Girona,2183760,2006-01-27
111,Piso,Alquiler,Barcelona,656676,2006-02-05
123,Piso,Alquiler,Tarragona,873546,2006-02-02
117,Local,Venta,Girona,474084,2006-07-21
258,Parking,Alquiler,Girona,1758786,2006-02-24
116,Piso,Venta,Tarragona,803300,2006-09-13
185,Casa,Alquiler,Tarragona,1129980,2006-04-10
55,Piso,Venta,Lleida,433235,2006-03-23
182,Casa,Venta,Barcelona,1305304,2006-06-06
85,Oficina,Alquiler,Lleida,613275,2006-02-12
204,Suelo,Alquiler,Tarragona,878424,2006-07-23
47,Parking,Alquiler,Lleida,403401,2006-01-24
232,Casa,Venta,Tarragona,2133472,2006-05-18
98,Local,Alquiler,Barcelona,683844,2006-01-21
214,Piso,Venta,Lleida,1689316,2006-01-17
191,Casa,Venta,Girona,1514057,2006-09-20
78,Local,Alquiler,Girona,678132,2006-04-23
187,Piso,Alquiler,Barcelona,911064,2006-02-24
121,Industrial,Alquiler,Barcelona,490897,2006-09-27
231,Oficina,Venta,Barcelona,2299374,2006-05-15
82,Parking,Venta,Lleida,764240,2006-01-15
79,Suelo,Alquiler,Barcelona,409378,2006-08-15
134,Oficina,Venta,Tarragona,549668,2006-08-10
164,Piso,Venta,Barcelona,878712,2006-01-21
285,Local,Alquiler,Tarragona,1779825,2006-02-28
148,Industrial,Alquiler,Lleida,644688,2006-05-22
132,Casa,Venta,Barcelona,850476,2006-05-20
193,Casa,Venta,Lleida,1033515,2005-12-30
53,Local,Venta,Girona,446313,2006-08-16
229,Parking,Venta,Tarragona,2215117,2006-08-01
279,Local,Venta,Girona,1512738,2006-07-08
204,Local,Alquiler,Barcelona,1929228,2006-05-14
68,Suelo,Alquiler,Barcelona,613496,2006-01-18
180,Casa,Venta,Barcelona,979560,2006-06-09
55,Casa,Venta,Barcelona,264385,2006-07-27
258,Casa,Alquiler,Barcelona,1146552,2006-07-26
300,Piso,Venta,Lleida,1506300,2006-04-24
85,Parking,Alquiler,Girona,809115,2006-05-25
61,Oficina,Venta,Tarragona,257725,2006-02-27
82,Casa,Venta,Lleida,359406,2006-09-28
299,Parking,Venta,Tarragona,2669472,2006-06-10
85,Parking,Venta,Girona,658835,2006-07-14
85,Oficina,Alquiler,Girona,749275,2006-01-05
238,Local,Venta,Girona,2184364,2006-08-11
228,Oficina,Alquiler,Girona,1747392,2006-05-24
106,Local,Venta,Barcelona,804540,2006-10-02
274,Casa,Alquiler,Barcelona,1753052,2006-02-28
118,Local,Alquiler,Girona,970314,2006-02-15
224,Oficina,Venta,Barcelona,1420160,2006-05-03
208,Casa,Alquiler,Girona,1811680,2006-05-31
132,Suelo,Alquiler,Lleida,882420,2006-10-06
211,Local,Alquiler,Barcelona,1522998,2006-06-02
289,Oficina,Alquiler,Lleida,2249576,2006-06-18
160,Industrial,Venta,Lleida,1319520,2006-08-02
127,Piso,Venta,Tarragona,1204722,2006-07-29
158,Oficina,Venta,Barcelona,909606,2006-06-19
253,Casa,Venta,Lleida,2378453,2006-09-10
116,Suelo,Venta,Barcelona,857936,2006-01-23
242,Suelo,Venta,Barcelona,1963104,2006-07-19
264,Industrial,Venta,Tarragona,1133352,2006-02-02
211,Local,Alquiler,Girona,1244056,2006-09-01
129,Local,Venta,Lleida,735945,2006-06-08
151,Local,Alquiler,Girona,1382707,2006-05-07
64,Industrial,Venta,Barcelona,480384,2006-05-15
215,Oficina,Venta,Lleida,1473180,2006-05-12
124,Oficina,Venta,Barcelona,945624,2006-05-22
246,Local,Alquiler,Girona,2010312,2006-02-21
56,Local,Alquiler,Barcelona,346192,2006-04-18
72,Local,Alquiler,Girona,686232,2006-09-12
120,Industrial,Venta,Tarragona,1050000,2006-02-05
76,Industrial,Venta,Girona,368676,2006-09-29
255,Local,Venta,Lleida,2063460,2006-05-25
245,Casa,Venta,Lleida,1605730,2006-06-20
122,Industrial,Venta,Lleida,497272,2006-08-16
207,Casa,Alquiler,Girona,1556226,2006-06-21
84,Casa,Venta,Girona,437640,2006-02-09
271,Parking,Alquiler,Barcelona,2334123,2006-08-02
257,Local,Alquiler,Lleida,2136184,2006-04-18
262,Piso,Venta,Girona,2390750,2006-03-11
228,Suelo,Venta,Barcelona,994536,2006-03-27
145,Oficina,Venta,Girona,1169860,2006-05-06
214,Local,Venta,Barcelona,1687604,2006-01-22
159,Industrial,Alquiler,Lleida,724563,2006-08-27
202,Oficina,Venta,Lleida,1867692,2006-03-06
156,Oficina,Venta,Tarragona,991224,2006-05-30
211,Piso,Alquiler,Lleida,1284568,2006-08-26
71,Piso,Alquiler,Lleida,388583,2006-01-18
157,Casa,Alquiler,Girona,1182053,2006-04-09
70,Oficina,Venta,Tarragona,511840,2006-03-20
133,Parking,Alquiler,Barcelona,745864,2006-06-01
46,Parking,Alquiler,Lleida,237176,2006-08-08
214,Suelo,Alquiler,Tarragona,1642664,2006-08-29
258,Casa,Alquiler,Girona,2475510,2006-06-28
276,Suelo,Alquiler,Barcelona,1544496,2006-05-12
49,Local,Alquiler,Tarragona,452417,2006-06-19
254,Industrial,Venta,Lleida,2299208,2006-09-05
98,Industrial,Alquiler,Tarragona,955500,2006-07-10
107,Parking,Alquiler,Tarragona,658157,2006-03-16
158,Suelo,Alquiler,Tarragona,938836,2006-09-05
205,Local,Alquiler,Lleida,1597360,2006-10-15
182,Oficina,Alquiler,Tarragona,1499134,2006-09-07
266,Oficina,Venta,Girona,1327606,2006-05-02
160,Casa,Venta,Girona,781120,2006-04-10
218,Parking,Alquiler,Barcelona,991900,2006-05-28
162,Parking,Venta,Tarragona,957582,2006-03-24
164,Piso,Alquiler,Girona,1421060,2006-10-28
224,Industrial,Alquiler,Barcelona,1422624,2006-03-12
249,Suelo,Venta,Barcelona,1878954,2006-10-28
160,Casa,Venta,Girona,1263040,2006-02-08
284,Casa,Venta,Girona,2467960,2006-04-25
254,Local,Venta,Lleida,2394204,2006-08-19
103,Parking,Alquiler,Lleida,536733,2006-10-28
216,Casa,Alquiler,Girona,1883088,2006-10-18
213,Oficina,Alquiler,Girona,2083779,2006-04-23
228,Suelo,Venta,Lleida,1944840,2006-10-10
249,Parking,Venta,Barcelona,2221329,2006-05-12
82,Suelo,Venta,Tarragona,417872,2006-03-23
67,Oficina,Alquiler,Girona,304113,2006-06-29
71,Casa,Venta,Lleida,299407,2006-04-05
70,Suelo,Venta,Lleida,540890,2006-06-12
111,Parking,Venta,Tarragona,514596,2006-05-27
69,Suelo,Venta,Girona,667299,2006-10-25
259,Piso,Venta,Girona,1074332,2006-02-09
191,Suelo,Venta,Girona,1895293,2006-07-21
119,Oficina,Venta,Girona,523481,2006-10-29
233,Industrial,Alquiler,Girona,1644747,2006-05-05
122,Parking,Alquiler,Tarragona,1162172,2006-02-26
128,Piso,Venta,Lleida,706560,2006-04-16
93,Oficina,Venta,Lleida,589155,2006-04-22
191,Local,Alquiler,Lleida,1370998,2006-09-07
171,Oficina,Venta,Tarragona,1093887,2006-04-09
170,Local,Venta,Girona,974610,2006-08-18
59,Piso,Venta,Tarragona,265913,2006-05-13
153,Oficina,Alquiler,Girona,912798,2006-05-31
157,Piso,Alquiler,Tarragona,1174203,2006-04-09
186,Suelo,Alquiler,Lleida,1713990,2006-08-28
156,Parking,Alquiler,Girona,1508988,2006-09-18
246,Local,Alquiler,Barcelona,2216214,2006-04-17
225,Suelo,Venta,Tarragona,1300500,2006-07-24
273,Oficina,Alquiler,Girona,2333058,2006-03-05
156,Parking,Venta,Barcelona,692484,2006-02-19
68,Suelo,Venta,Tarragona,392972,2006-07-27
74,Piso,Alquiler,Lleida,341584,2006-04-16
251,Oficina,Venta,Tarragona,2070750,2006-09-03
89,Local,Alquiler,Barcelona,499735,2006-08-19
154,Industrial,Venta,Tarragona,1380764,2006-05-04
70,Oficina,Alquiler,Barcelona,526680,2006-02-17
46,Parking,Venta,Girona,426880,2006-05-16
280,Suelo,Venta,Lleida,1720320,2006-04-05
191,Oficina,Venta,Lleida,804683,2006-02-14
62,Oficina,Alquiler,Barcelona,421290,2006-05-21
163,Suelo,Alquiler,Lleida,1179957,2006-06-06
114,Industrial,Alquiler,Barcelona,878940,2006-10-18
277,Local,Venta,Tarragona,1116587,2006-10-01
161,Piso,Alquiler,Tarragona,917378,2006-05-04
65,Casa,Alquiler,Lleida,431275,2006-08-16
145,Parking,Venta,Barcelona,1213505,2006-11-05
220,Oficina,Venta,Tarragona,1601600,2006-05-05
87,Local,Alquiler,Lleida,756900,2006-05-26
90,Local,Alquiler,Tarragona,416430,2006-11-01
106,Suelo,Venta,Tarragona,501380,2006-10-16
51,Parking,Venta,Lleida,472668,2006-04-04
119,Parking,Alquiler,Tarragona,508606,2006-08-17
185,Suelo,Alquiler,Tarragona,1179190,2006-03-14
113,Casa,Alquiler,Barcelona,1059827,2006-10-21
95,Industrial,Venta,Girona,783370,2006-09-04
287,Industrial,Alquiler,Tarragona,1926344,2006-06-18
161,Local,Alquiler,Lleida,914641,2006-04-11
177,Industrial,Alquiler,Lleida,1736901,2006-10-24
263,Oficina,Venta,Lleida,2323868,2006-05-25
58,Local,Venta,Tarragona,426010,2006-03-09
45,Parking,Venta,Girona,301815,2006-10-19
44,Oficina,Alquiler,Tarragona,363968,2006-09-02
243,Suelo,Venta,Girona,2347137,2006-07-19
87,Oficina,Venta,Girona,655893,2006-03-09
223,Casa,Venta,Tarragona,1360523,2006-03-02
287,Suelo,Alquiler,Tarragona,1276289,2006-04-19
295,Parking,Alquiler,Tarragona,2613405,2006-11-23
276,Industrial,Alquiler,Barcelona,1817736,2006-09-14
103,Suelo,Alquiler,Girona,557127,2006-05-08
46,Parking,Alquiler,Girona,187680,2006-11-13
179,Piso,Alquiler,Tarragona,1674903,2006-04-30
96,Piso,Alquiler,Girona,854496,2006-03-28
276,Industrial,Alquiler,Tarragona,1539252,2006-09-20
288,Casa,Alquiler,Tarragona,1228320,2006-09-23
88,Local,Venta,Girona,795696,2006-05-24
180,Industrial,Alquiler,Barcelona,1688040,2006-07-07
105,Industrial,Alquiler,Tarragona,1021230,2006-09-17
80,Industrial,Alquiler,Tarragona,405280,2006-03-29
249,Piso,Venta,Barcelona,1780350,2006-03-14
188,Suelo,Venta,Girona,1265992,2006-10-21
154,Local,Venta,Tarragona,783860,2006-05-10
137,Industrial,Alquiler,Girona,693631,2006-07-21
102,Industrial,Venta,Girona,941154,2006-08-11
172,Casa,Venta,Lleida,1701080,2006-10-06
113,Oficina,Alquiler,Girona,747947,2006-06-09
289,Oficina,Venta,Lleida,1406563,2006-08-10
210,Local,Alquiler,Girona,1527120,2006-06-17
264,Local,Venta,Lleida,1545720,2006-06-09
264,Piso,Alquiler,Barcelona,2147112,2006-05-10
176,Piso,Alquiler,Lleida,1189936,2006-08-12
176,Casa,Alquiler,Barcelona,1685904,2006-07-29
85,Piso,Venta,Barcelona,693515,2006-03-31
67,Industrial,Venta,Barcelona,324213,2006-04-10
162,Industrial,Alquiler,Girona,753786,2006-09-26
162,Casa,Alquiler,Lleida,1341684,2006-11-09
250,Parking,Alquiler,Girona,2103000,2006-09-13
264,Industrial,Venta,Lleida,1346136,2006-10-25
150,Casa,Venta,Barcelona,753900,2006-03-30
202,Industrial,Venta,Girona,1028382,2006-05-07
293,Oficina,Alquiler,Barcelona,2868470,2006-03-18
296,Parking,Alquiler,Lleida,1536832,2006-08-22
203,Casa,Venta,Tarragona,1002211,2006-10-04
287,Industrial,Venta,Tarragona,2446962,2006-11-10
171,Suelo,Venta,Barcelona,807120,2006-11-21
238,Suelo,Venta,Barcelona,2203166,2006-05-01
117,Oficina,Alquiler,Tarragona,536679,2006-07-19
116,Piso,Venta,Girona,804344,2006-04-29
57,Parking,Alquiler,Lleida,293949,2006-11-06
66,Local,Venta,Barcelona,270996,2006-07-04
216,Casa,Venta,Lleida,2046384,2006-07-03
218,Local,Venta,Lleida,1732446,2006-10-05
259,Piso,Venta,Barcelona,1842785,2006-07-19
106,Casa,Venta,Barcelona,856692,2006-06-12
135,Oficina,Alquiler,Girona,857925,2006-06-25
154,Casa,Alquiler,Tarragona,814968,2006-11-26
67,Parking,Venta,Girona,490507,2006-04-01
57,Parking,Alquiler,Girona,387828,2006-03-25
147,Suelo,Alquiler,Barcelona,907137,2006-06-19
165,Local,Venta,Barcelona,1393095,2006-12-15
207,Local,Alquiler,Tarragona,1395387,2006-05-18
162,Casa,Venta,Tarragona,696762,2006-07-06
238,Industrial,Alquiler,Barcelona,2136288,2006-09-01
281,Local,Venta,Lleida,2671748,2006-12-18
49,Local,Alquiler,Girona,425565,2006-05-06
248,Piso,Venta,Barcelona,1036392,2006-12-03
243,Suelo,Alquiler,Barcelona,2390634,2006-06-26
110,Oficina,Venta,Tarragona,701250,2006-11-11
289,Piso,Venta,Tarragona,2789428,2006-04-29
190,Oficina,Alquiler,Barcelona,940500,2006-12-11
139,Parking,Alquiler,Girona,875978,2006-05-04
210,Industrial,Alquiler,Girona,1770930,2006-04-20
276,Casa,Venta,Barcelona,2548584,2006-10-13
203,Suelo,Alquiler,Tarragona,2021880,2006-04-29
274,Oficina,Venta,Tarragona,2456958,2006-10-03
116,Industrial,Venta,Lleida,984144,2006-06-04
299,Local,Venta,Girona,2110342,2006-04-13
86,Casa,Venta,Girona,651192,2006-04-23
267,Local,Alquiler,Barcelona,2263626,2006-07-04
178,Industrial,Venta,Tarragona,1642584,2006-12-18
206,Casa,Venta,Tarragona,1058840,2006-04-02
264,Local,Venta,Tarragona,2303928,2006-04-17
243,Piso,Venta,Tarragona,1693710,2006-05-23
96,Oficina,Venta,Tarragona,456672,2006-07-01
265,Suelo,Venta,Barcelona,1348055,2006-07-19
283,Casa,Venta,Barcelona,1653852,2006-08-28
300,Piso,Alquiler,Tarragona,1432500,2006-06-21
56,Oficina,Alquiler,Barcelona,296856,2006-06-06
142,Industrial,Alquiler,Lleida,629628,2006-04-20
272,Parking,Venta,Girona,1774528,2006-06-21
54,Oficina,Alquiler,Barcelona,402462,2006-10-06
221,Casa,Alquiler,Barcelona,1401361,2006-03-30
137,Parking,Alquiler,Tarragona,927627,2006-12-05
158,Piso,Venta,Barcelona,1040746,2006-09-25
259,Oficina,Venta,Lleida,1555813,2006-09-17
94,Piso,Venta,Tarragona,924866,2006-12-23
137,Casa,Alquiler,Lleida,740211,2006-12-12
227,Oficina,Alquiler,Girona,2029607,2006-10-20
262,Parking,Venta,Girona,1407726,2006-11-01
284,Casa,Alquiler,Girona,2815292,2006-12-07
202,Parking,Alquiler,Barcelona,1329968,2006-10-22
75,Industrial,Venta,Barcelona,545925,2006-09-08
204,Parking,Alquiler,Tarragona,1347420,2006-07-13
80,Piso,Alquiler,Lleida,322960,2006-12-28
150,Oficina,Alquiler,Lleida,873000,2006-12-17
129,Industrial,Venta,Tarragona,588756,2006-09-05
141,Local,Venta,Girona,763233,2006-12-26
271,Casa,Alquiler,Girona,2471249,2006-04-04
277,Local,Alquiler,Lleida,1499678,2006-11-03
216,Oficina,Alquiler,Barcelona,1109808,2006-06-24
41,Industrial,Venta,Girona,368959,2006-08-29
122,Local,Venta,Barcelona,680760,2006-05-01
179,Local,Alquiler,Barcelona,1176209,2006-06-29
229,Casa,Alquiler,Barcelona,2219468,2006-07-12
233,Parking,Venta,Lleida,1450425,2006-07-16
116,Industrial,Venta,Girona,616192,2006-05-21
155,Casa,Alquiler,Girona,1247750,2006-09-11
163,Casa,Alquiler,Girona,761047,2006-10-16
289,Industrial,Venta,Lleida,1809140,2006-09-12
90,Parking,Venta,Barcelona,446940,2006-06-26
110,Local,Venta,Barcelona,700700,2006-04-20
283,Local,Alquiler,Barcelona,2107784,2006-04-19
199,Parking,Venta,Barcelona,1139076,2006-06-21
207,Oficina,Alquiler,Lleida,2014110,2006-11-01
120,Industrial,Venta,Tarragona,823200,2006-09-02
80,Suelo,Venta,Barcelona,539280,2006-08-01
280,Casa,Alquiler,Girona,2346400,2006-05-07
107,Suelo,Alquiler,Lleida,567742,2006-09-19
194,Piso,Alquiler,Tarragona,1792560,2006-05-05
256,Industrial,Alquiler,Girona,2331648,2006-11-26
249,Piso,Alquiler,Barcelona,2053005,2006-07-24
170,Local,Venta,Tarragona,1102280,2006-08-05
275,Casa,Venta,Barcelona,1856525,2006-09-04
180,Casa,Alquiler,Barcelona,1741320,2006-06-08
130,Parking,Venta,Tarragona,1275560,2006-11-13
68,Industrial,Alquiler,Girona,386036,2006-10-14
185,Oficina,Venta,Girona,1730675,2006-10-07
247,Oficina,Venta,Tarragona,1568697,2006-05-14
271,Industrial,Alquiler,Barcelona,1196465,2006-08-05
289,Piso,Alquiler,Girona,2462280,2007-01-05
54,Industrial,Alquiler,Barcelona,419256,2006-11-30
122,Industrial,Alquiler,Tarragona,1184376,2006-10-03
